X1,X2,T,Y
0.269605982037527,-0.693148583834959,0,1
-0.629985414039275,-1.06446654776163,1,0
0.868659827652265,-1.03943138368679,0,1
1.72719551711524,-0.470646772409465,1,1
0.0241876417677226,0.00716746006031349,0,0
0.36802517699251,-1.65625693583775,0,0
-1.30920429820853,-0.0241361422992463,1,1
0.738621930711406,-1.43092482397357,1,0
0.0448729873749906,0.244141903144163,0,1
-1.0483972001212,-0.0721425138679033,1,0
1.72785109044574,-0.332418205038949,0,0
-1.17859973902248,-1.31726195197444,0,1
0.653206711096909,-0.976545203120567,1,1
-0.368566491703637,-1.32667111342954,1,0
-0.599554643544779,-0.356386790620549,1,1
0.0546051654573545,2.37137274375384,0,0
1.70767742544937,-1.4789066614918,1,1
-1.09437297557829,-1.09480779744523,1,0
-0.289281824496394,0.755263447944985,0,0
2.2074129608038,0.632613550312105,0,0
0.518749006501611,0.465162546826486,0,1
-1.40491793584029,-0.190798968667213,0,1
2.0148644801591,1.39956218670513,0,0
-1.18815833702507,-0.524203220430897,1,0
0.190380807588135,-0.373142364089575,1,1
-1.16973591005455,-1.44829128772079,1,0
-0.0380815594443613,1.03168614700976,1,0
2.35420426097692,-1.941781126509,0,0
1.39342625937317,-0.251936955308624,0,0
-0.56033235877818,-0.731574440786318,1,1
-0.671459383570777,-0.699038448699613,1,0
0.49243855473094,1.02292610651493,0,0
-1.17939051617605,-1.3151312452243,1,0
-1.0587174519116,0.6159411691679,0,1
1.13790261300012,0.499857323964776,0,0
-0.160265284900969,0.778348913171854,1,0
0.630493126649941,0.364123110442781,1,0
1.61695970239454,1.45372986123974,1,1
-0.193499828518767,1.13795213244832,1,0
-1.60779184254072,1.9160631757726,1,0
-0.88516412770196,0.200254899792727,1,0
-0.432334298959267,1.62559972472162,1,0
-0.421623859394038,0.031673490088593,1,0
-0.170494063195214,0.660151087123315,1,0
0.245810937226333,-0.272892912748163,0,0
-0.745747784850354,1.31967530246296,0,0
-0.273944133260403,1.72230167294034,1,1
1.82457894065461,0.393407267668787,0,0
0.0142337398515996,2.14648007388952,0,0
0.188042743452504,-0.186025554432823,0,0
-0.0541336902737246,1.15639834048994,0,0
0.461611670255836,0.650867745095836,1,0
-0.596770295391718,1.24852206965947,0,0
1.26325823596808,-0.468161116310796,0,1
-1.14532903733248,0.59475423985336,0,1
1.0846235559349,1.64448336769089,1,1
-1.52899531368845,0.344839061062124,1,1
-1.57374188284488,-0.0830936976248518,1,0
-0.114092630444929,0.644090952874118,1,0
0.111209179851346,-0.774659544341147,0,0
0.214137620411313,0.77559746119313,1,0
0.553775825041679,-0.334436340037851,0,0
-1.0595195186151,0.297426235159934,1,0
-1.61004932625145,2.99814727412712,1,0
-0.338151062634607,0.959393929915045,1,1
0.204937753426245,0.208225951248124,0,0
-0.224345039271189,0.268292827697922,0,0
-0.909609704018834,0.882235424466477,0,1
-0.808109884248038,2.31987130609771,1,0
0.553083514142192,-0.307121496796723,0,0
-0.389177932603183,-0.440029887233158,1,0
-0.447245638594407,1.52852624996901,1,0
-0.0211388451690059,-1.13304431141064,1,0
-0.599417455124725,0.255411990813865,1,0
-0.310866189554078,-0.136565737525517,1,1
-0.681632468885545,-2.0611649287008,1,1
-0.202055723512808,-0.267647814311036,1,1
1.11680032924059,-0.806041274520379,1,0
0.82599921267075,-0.65099432896446,1,1
1.25091897981292,-0.756357557880141,0,0
2.60809809498069,-1.24076803216922,0,1
-0.051039961195504,-0.400811212440721,1,0
2.22719419433773,0.418264612474352,0,0
-0.0138721238155097,-1.34053282111835,1,1
-1.54739969676097,0.376789910751787,1,0
-1.37988910915699,0.935238498439454,1,1
1.47987074083825,0.0863951762188016,1,1
-0.254921944338877,-1.40205104743612,1,0
-0.326280380145921,2.10393619882665,0,0
-0.726638665692272,0.507696192714386,1,1
-1.95234864995199,-1.18748887962551,1,0
0.422940041768889,-0.124851757485597,0,0
1.18168478575317,-1.218114596342,0,0
0.91795937727616,0.749857161821599,0,0
0.0954675468852296,0.279681461787614,0,0
-1.68443178674375,1.0650341285529,1,0
0.990329350606127,0.485310723781755,1,0
-0.707831781928625,-0.644091188048327,1,1
-0.594029169314093,-0.418940820469482,0,0
-1.06589703339072,-0.369922914484003,1,0
-0.940767033275909,0.376386108534009,1,0
0.0939104276997835,-0.692731224319747,0,0
0.0662533837095047,-0.60953804492417,0,0
-0.990656123052763,0.562177811343888,0,0
-0.0721149862919154,-1.07591751905981,0,0
-0.22325683692063,0.636525905907763,1,1
-0.142776557065939,-2.39587730801642,1,1
0.535406487444903,-0.0727176746019042,1,0
-0.37455699813038,-0.548564833857837,1,0
-0.918162271198816,-0.750153131812397,0,0
-0.64122234649445,0.477866421015757,1,0
-0.8529129737133,0.123717881292019,1,0
-1.61506351257859,-0.545564117551083,1,0
1.10649047984993,0.344973239842964,0,1
-0.432896030979175,-0.962687118103096,1,0
0.603104001222623,-0.467074049337864,0,0
0.0419636885861582,0.0798878528579585,0,0
0.586129802933731,-0.354860748250383,0,0
-1.03510165193803,-0.943266571613201,1,0
0.828192023901804,0.273661329596392,1,0
-0.35703341086728,0.708136783145849,1,0
0.187465783359283,0.980837328035975,0,0
-0.211514276162227,2.65434912535884,1,0
-0.418297093915147,-0.359664933804372,1,1
-0.74893913669843,-0.591145272440327,0,1
-0.166040951236136,-0.808553360698437,1,0
-2.39744569484066,-0.861592023391626,0,1
0.883258960364499,0.985389146955335,0,1
-0.254104557709984,-1.69597520422025,1,0
-1.64936569160034,-0.058653258606542,0,1
0.166338980243474,-0.339063417550861,0,0
0.924089602290865,0.747157040405364,0,0
-0.960064454336667,-0.858498632488877,1,0
0.480106162749876,0.63561261094577,1,0
1.12754884392132,0.0267712978519817,0,0
0.668125347709829,-0.213416075344394,0,0
1.35697694928345,1.31191690440649,0,1
1.02292019385249,0.470059854383535,0,0
-0.0217045048581919,-0.34381019546576,1,1
-1.49363465065482,-1.36698058576339,0,1
-0.994525939595999,0.186472522658657,0,1
0.587889352732874,0.300773502511171,1,0
0.789092848376053,0.881870793130629,0,0
1.32354745882518,-0.54087362238574,1,1
0.717221160731274,0.405443345751828,1,0
-1.38071388972602,-0.575397237802019,1,0
0.102876497555603,-0.0262082886352487,1,0
-1.79904355915417,-1.96306106705478,1,0
0.973015718915484,-0.123872802108196,0,0
0.216485751485632,-1.63608926788782,0,1
0.52511492031339,-0.137627701844794,0,0
-0.543325334951469,-0.467748162915488,1,0
-1.71701909042902,-1.05126404440412,1,1
1.03011662473885,-1.0490269266756,0,1
-1.14711883649833,-0.231665122010272,1,0
-0.266129520837046,1.71713887585848,0,0
-1.16724161284684,0.00325537493484916,1,0
-0.212082466665017,-1.50773534304105,1,0
-1.72181453348018,0.379412912596358,1,0
-1.43827464986706,-1.00103431547724,0,1
0.834559788115681,1.06768867512559,0,0
0.472758651781334,0.36458607005051,0,0
0.4313076059373,0.125834338346388,1,0
0.471460909405504,0.432983675439644,1,0
1.73689068413825,-0.178044730471505,1,1
0.904826600606634,-1.52298333821644,1,0
0.290331742558446,2.31561333366102,0,0
-0.873896711433896,0.37195133039176,0,0
-0.717486492275087,-0.584112493799888,1,0
-0.177669395960687,0.0711154353635374,1,1
1.03401711973748,-0.300059912372699,1,1
-1.90793986384569,1.01514672043303,1,1
0.797326963467399,-0.0183328578264543,1,0
-0.0948509372933568,-0.888902101602575,1,0
0.205615118765748,-0.0534893943429327,0,0
0.883892879216689,-0.541311093901862,0,0
-1.70313219417917,-0.241063027043385,0,1
0.13577994158802,-1.55096001665095,0,0
1.17900211110371,-0.857096488567827,0,1
0.384290874141955,-1.50618632712038,0,0
0.035738064774787,0.995448581055074,0,1
0.934335560488921,0.739531661629442,0,0
-0.119363148065094,0.0944418637376762,0,1
-1.12768373166592,1.03041381503363,1,0
