X1,X2,T,Y
0.269605982037527,0.291867815670371,1,0
-0.629985414039275,-1.04401582525159,1,1
0.868659827652265,-1.06435314861468,0,0
1.72719551711524,-0.115091263067911,1,1
0.0241876417677226,-1.04946907329685,1,0
0.36802517699251,-0.572087236850958,0,0
-1.30920429820853,0.617810519383513,0,1
0.738621930711406,1.07134063051555,0,0
0.0448729873749906,0.565150237636114,0,0
-1.0483972001212,-0.0151713578512509,1,0
1.72785109044574,-0.289015861772232,0,0
-1.17859973902248,-0.856386494450746,1,0
0.653206711096909,0.748457054408068,0,0
-0.368566491703637,-0.605373177137284,1,1
-0.599554643544779,-1.02526822825751,1,0
0.0546051654573545,1.45298821871922,0,1
1.70767742544937,-1.17860480449183,0,1
-1.09437297557829,-0.472037546846565,1,0
-0.289281824496394,1.84338585359165,1,0
2.2074129608038,-0.361134494430404,0,0
0.518749006501611,-1.18148836036884,0,0
-1.40491793584029,-1.86384148970494,1,1
2.0148644801591,1.11728126656969,0,0
-1.18815833702507,-0.458124672195231,1,0
0.190380807588135,-0.163465666035764,0,0
-1.16973591005455,0.0721292952295727,1,0
-0.0380815594443613,-1.06690350489712,1,0
2.35420426097692,-0.308334252859833,1,0
1.39342625937317,-1.35587013231356,0,0
-0.56033235877818,0.00798461606210539,0,0
-0.671459383570777,0.53034871622357,1,0
0.49243855473094,-1.11760537885261,0,0
-1.17939051617605,-0.093018815476811,1,1
-1.0587174519116,1.76759025978975,1,0
1.13790261300012,-0.659271303577879,0,0
-0.160265284900969,-0.725147973434907,1,0
0.630493126649941,0.502353140600922,1,1
1.61695970239454,-1.96529918438714,0,1
-0.193499828518767,0.00487517195368873,1,0
-1.60779184254072,-0.341170742381712,1,0
-0.88516412770196,-0.616016902612339,1,0
-0.432334298959267,-0.78204780678782,1,1
-0.421623859394038,-0.30370720649457,1,0
-0.170494063195214,-0.753323330575999,1,0
0.245810937226333,-0.81115422704926,0,1
-0.745747784850354,-1.3986144743735,1,0
-0.273944133260403,0.287721206810565,1,0
1.82457894065461,1.8395354642476,0,0
0.0142337398515996,0.00239665047620496,1,0
0.188042743452504,0.782994034769468,0,0
-0.0541336902737246,-1.25032767709356,0,0
0.461611670255836,0.0597621091393777,0,0
-0.596770295391718,-0.249336684841159,1,0
1.26325823596808,1.19953724969953,1,0
-1.14532903733248,0.267734082746777,1,0
1.0846235559349,0.730738849341606,0,0
-1.52899531368845,-0.0138902849880505,0,0
-1.57374188284488,0.21618067747298,0,0
-0.114092630444929,-0.455923227374166,1,0
0.111209179851346,-1.65039127030074,0,0
0.214137620411313,0.999455543309355,0,0
0.553775825041679,-0.0455007287706746,1,0
-1.0595195186151,-0.409398514207114,1,1
-1.61004932625145,0.856258254752038,1,0
-0.338151062634607,0.423425997608763,1,0
0.204937753426245,0.0515043124433699,0,0
-0.224345039271189,-0.447861532674607,1,1
-0.909609704018834,0.810051064622444,1,0
-0.808109884248038,-1.09058246266744,1,0
0.553083514142192,-1.21646122854662,0,0
-0.389177932603183,1.79694687182914,1,0
-0.447245638594407,-1.03736476830469,1,0
-0.0211388451690059,1.00259827605441,1,0
-0.599417455124725,-0.369653945160627,1,1
-0.310866189554078,0.371084988433982,0,0
-0.681632468885545,1.42686232928087,1,0
-0.202055723512808,0.373286856542764,1,1
1.11680032924059,0.582702061571013,0,0
0.82599921267075,1.54941513648056,1,0
1.25091897981292,1.21921079319421,0,0
2.60809809498069,-1.01015107883829,0,0
-0.051039961195504,0.552784432569518,0,0
2.22719419433773,-0.916141823678167,0,0
-0.0138721238155097,1.65247116794361,0,0
-1.54739969676097,-0.835934897788145,1,0
-1.37988910915699,1.41858509471445,0,1
1.47987074083825,0.138314048979967,1,0
-0.254921944338877,-0.034468123549984,1,0
-0.326280380145921,1.19043271458735,1,0
-0.726638665692272,-1.95610851117177,1,0
-1.95234864995199,-1.362278851799,1,1
0.422940041768889,-0.712178813680667,0,1
1.18168478575317,0.779130972986782,0,1
0.91795937727616,1.76691836171865,0,1
